;Adriano Jose Ferruzzi;Alessandra da Silva Carneiro;Alessandro Emilio Teruzzi;Alex Sandro Rodrigues Ancioto;Alexandre José Romagnoli;Alexandre Machado Rosa;Ana Carolina Vila Ramos dos Santos;Ana Claudia Folha da Cruz;Ana Márcia Lima Costa;Ana Paula Rodrigues Magalhães de Barros;André Luiz Favareto;Andréa Antonieta Cotrim Silva;Ariane Macedo Melo Ferraz;Beatriz Ferraz Diniz;Bruno Secco Faquin;Bruno Sérgio do Amaral;Bárbara Beatriz Freitag;Carolina Aparecida de Freitas Dias;Caroline Inês Lisevski;Claudia Almerinda de Souza Oliveira;Danilo Marcondes de Alcantara;Davi Munhoz Benati;Elisangela Lizardo de Oliveira;Emanoel Fabiano Menezes Pereira;Eudes Müller D'Oliveira Santos;Eufrida Pereira da Silva;Everaldo Paulo da Silva;Fabio Oliveira Teixeira;Felipe Alexandre Cardoso Pazinatto;Felipe Rodrigues Martinez Basile;Fernando Cesar Mendonca;Fernando Luis Rossi;Fernando da Silva Pardo;Filipe Mantovani Ferreira;Flávia Roberta Torezin;Hadassa Viviane Rodrigues;Idalise Bernardo Bagé;Igor Calebe Zadi;Igor Polezi Munhoz;Ingrid Anelise Lopes;Irando Alves Martins Neto;Jair Garcia dos Santos;Jairo Filho Sousa de Almeida Ferreira;Jeferson Antunes;José Geraldo Basante;José Roberto Campanele;Juliana de Souza Topan;Junot de Oliveira Maia;Júlio Samuel Sávio Bernardo;Kamili Oliveira Santana;Krícia Helena Barreto;Leandro Módolo Paschoalotte;Lincon Lopes;Lucas Rodrigues dos Santos;Luciana Cavalcanti Maia Santos;Luciano Henrique Trindade;Marcelo Cizaurre Guirau;Maria Cristina Stello Leite;Moacir Silva de Castro;Nelio Fernando dos Reis;Nilton Pereira dos Santos;Patricia Horta;Patricia de Aquino Prudente;Patrícia Cristiane Santana da Silva;Paulo Eduardo Pissardini;Pedro Ernesto Schiavinatti Tavares;Priscila Hanako Ishy de Magalhães;Regivaldo Sousa Ferreira;Reinaldo da Silva Caraça;Renato Cristiano Montanher;Renato Marcon Pugliese;Ricardo Normanha Ribeiro de Almeida;Rita Roberta Marioto;Roberta Caetano Fleira;Robson Barbosa;Rogério Aparecido Campanari Xavier;Rogério Aparecido Pereira;Rogério Deitali Bruno;Romario Araujo Pinheiro;Silene Jucelino de Lima;Tatiana Aparecida Picosque;Teresa Helena Buscato Martins;Thiago Pedro Donadon Homem;Thiago Silva Broze;Valdir Donizete dos Santos Junior;Vanessa Regina Ferreira da Silva;Whisner Fraga Mamede;Wilian Ramalho Feitosa;William Rosseti
Maria Cristina Stello Leite;palavras;;ensino;ensino;;;cidade, mulheres;desafios;ensino;disciplina, docentes, ensino, partir, práticas;;;;;;paulo;desafios, mulheres, práticas;práticas;;imagens, paulo;;;partir;ensino;;;ensino;ensino, processo;desafios, paulo;paulo;;cidade, cidade paulo, desafios, paulo;desafios, ensino, práticas;;ensino;paulo;docentes, ensino, paulo;;paulo;escolar;ensino, escolar, paulo, práticas;ensino;paulo;desafios, direito, ensino, mulheres, processo, práticas;;;;partir;cidade, cidade paulo, paulo;partir;;;desafios;;cidade, cidade paulo, ensino, imagens, paulo, urbanização;cidade, desafios, direito;ensino;;ensino, escolar, paulo;desafios, escolar, paulo;paulo;mulheres;;paulo;cidade, partir, paulo;;;escolar, palavras, paulo;;ensino;cidade, cidade paulo, ensino, escolar, paulo;ensino, partir;;direito, ensino, escolar, práticas;cidade, cidade paulo, desafios, paulo;;;processo;;;;ensino, processo;;;;paulo;;cidade, cidade paulo, paulo;cidade, cidade paulo, paulo
Moacir Silva de Castro;;;ensino;ensino;educação;educação, física;básica, educação, educação básica;;educação, ensino;docente, ensino, formação;;;;;;câmpus, câmpus paulo, educação, paulo, paulo pirituba, pirituba;;caso, docente, educação, proposta;;câmpus, câmpus paulo, paulo, paulo pirituba, pirituba;;;proposta;ensino, formação, questão;;;ensino;ensino;caso, federal, federal paulo, instituto, instituto federal, paulo;caso, federal, federal paulo, instituto, instituto federal, paulo;caso;caso, paulo;ensino;caso;ensino, formação;paulo;ensino, formação, paulo, proposta;;caso, paulo;considerações, escolar;ensino, escolar, formação, paulo;educação, ensino;paulo;considerações, educação, ensino, federal, formação, relações;;;;caso, proposta;câmpus, câmpus paulo, federal, federal paulo, instituto, instituto federal, paulo, paulo pirituba, pirituba;;caso;questão;;;caso, considerações, câmpus, câmpus paulo, educação, ensino, federal, federal paulo, instituto, instituto federal, paulo, paulo pirituba, pirituba, sul;educação, formação, modelo, pirituba;ensino, formação;ensino, escolar, paulo;;educação, escolar, federal, paulo, pirituba;caso, paulo, ribeira, vale, vale ribeira;;;câmpus, câmpus paulo, paulo, paulo pirituba, pirituba;caso, modelo, paulo, proposta;;;básica, escolar, paulo;;ensino;básica, docente, educação, educação básica, ensino, escolar, federal, federal paulo, física, instituto, instituto federal, paulo;ensino, formação, relações;;educação, ensino, escolar, relações;caso, educação, paulo, proposta;;;física;;básica, caso;básica, educação, educação básica;ensino, pirituba;;caso, modelo, sul;;docente, federal, federal paulo, instituto, instituto federal, paulo;;caso, educação, modelo, paulo, pirituba, proposta;formação, paulo, pirituba
Nelio Fernando dos Reis;information, system;nova;tecnologia;management;brasil, educação, gestão, indicadores, social;construção, educação, nova;cultura, educação, ifsp, ética;desafios;cursos, educação;avaliação, brazilian, campus, estudante, high, high school, perspective, pessoa, school, system;management, management system, system;brasileiro;;;;brazilian, educação, ifsp, paulo, pirituba;desafios, gestão, trabalho;administração, avaliação, brasil, cristo, curso, desenvolvimento, educação, estudo, organizações;brazil, performance;artificial, ifsp, paulo, pirituba;;study;;construção, desenvolvimento, estudo, uso;brazilian, study, utilizando;;;artificial, brazilian, estudo, inteligência, inteligência artificial, uso, utilizando;campus, desafios, desenvolvimento, estudo, federal, gestão, management, manager, paulo, paulo campus, social, tecnologia;atención, brasil, construção, cultura, desenvolvimento, educación, estudio, federal, municipal, paulo, plataforma, social, uso;brasil, curso, engenharia, estudo, ferramentas, gestão, utilizando;brasil, desafios, estudo, ferramentas, gestão, high, high performance, logística, method, paulo, performance, perspective;aplicada, construção, desafios, público;;brasileiro;paulo;aplicada, avaliação, curso, engenharia, estudo, paulo, uso, utilizando;utilizando;agronegócio, applied, brasileiro, brazilian, case, company, education, estudo, gestão, importance, individual, indústria, innovation, inovação, management, market, patentes, paulo, performance, performance company, policy, relação, small, study, trabalho, universidade, uso;escolar, estudo, municipal;campus, construção, education, escolar, ifsp, paulo;campus, desenvolvimento, educação, educação especial, especial, pesquisa, superior, tea;brazil, case, city, paulo;aplicada, brasil, construção, criação, desafios, desenvolvimento, educación, education, educação, estudo, federal, ferramentas, gestão, pesquisa, relação, social, superior, trabalho, universidade, utilizando;indústria;company;;aplicada, brasil, brasileiro, estudo;campus, federal, ifsp, paulo, pirituba, região, utilizando;aplicadas, cultura, utilizando;estudo, uso;artificial, gestão, inteligência, inteligência artificial, mercado, nova, relação;desafios, estudo, uso;performance, quality, system;aplicadas, avaliação, brasil, brazil, brazilian, campus, case, dimensão, educação, especial, estudo, factor, federal, ifsp, management, parques, paulo, pirituba, região, study, utilizando;administração, aplicadas, avaliação, brasil, cultura, cursos, desafios, educação, estudo, gestão, gestão pessoas, indicadores, pessoas, pirituba, relação, uso, ética;campus, construção, curso, ifsp;desafios, escolar, paulo;educação, escolar, federal, paulo, pirituba;;brasil, inovação, paulo;;perspective, social;avaliação, high, ifsp, paulo, pirituba, study, system;construção, estudo, gestão, indústria, information, logística, management, manager, model, operacional, paulo, pesquisa, pesquisa operacional, região, system, tecnologia, trabalho, uso, utilizando;;;desenvolvimento, educación, escolar, ferramentas, market, paulo, study;;construção, uso, utilizando;brasil, educação, escolar, federal, paulo, trabalho;brasil, brasileiro, capital, indústria, mercado, mercado trabalho, superior, trabalho;aplicada, uso;autista, educação, escolar, espectro, espectro autista, inclusão, tea;atendimento, brasil, case, city, desafios, educação, educação especial, especial, estudo, ferramentas, gestão, paulo, quality;;study;campus, construção, curso, ifsp;method, performance;atendimento, curso, estudo;educação;campus, campus pirituba, construção, curso, ifsp, pesquisa, pirituba, uso;applied, artificial, case, construção, method, study, uso;agronegócio, brasileiro, brazil, case, criação, desenvolvimento, estudo, ferramentas, gestão, inovação, parques, pesquisa, study, tecnológicos, trabalho, utilizando;indústria;cursos, federal, paulo, trabalho;utilizando;atendimento, avaliação, brasil, brazil, campus, campus pirituba, capital, case, company, construção, cultura, desenvolvimento, educação, educação especial, especial, estudio, estudio exploratorio, estudo, exploratorio, ferramentas, gestão, ifsp, inovação, inovação social, logística, luz, model, paulo, perspective, pirituba, policy, quality, relação, social, student, study, uso;brasil, estudo, ferramentas, gestão, ifsp, indústria, logística, paulo, pirituba, público, região, relação
Nilton Pereira dos Santos;;;;;brasil, política, rural;;política;discussão;;experiência;;;;;;paulo;;brasil, caso;;paulo;;;;;;;;;caso, paulo;assistência, brasil, caso, experiência, paulo;brasil, caso, serviços;brasil, caso, paulo;;caso;;paulo;experiência, paulo;;caso, inovação, paulo;;paulo;;paulo;brasil, experiência, extensão, política;;;;brasil, caso;paulo;;caso;experiência, serviços;discussão, experiência;;brasil, caso, paulo;brasil, serviços;experiência;paulo;caso, paulo, ribeira, vale, vale ribeira;brasil, inovação, paulo;;;;paulo;caso, paulo;;;paulo;;experiência;brasil, paulo;brasil;experiência;;brasil, caso, paulo;;;;;caso;;experiência;experiência;caso, inovação, política;experiência;paulo;;brasil, caso, inovação, paulo, serviços;brasil, paulo
Patricia Horta;;;;;;;mulheres;;;;;;;;;;mulheres;;;;;;;;;;;;;escrita;;;;;;;;;;;escrita;;;mulheres;;;;;;;;;;;;;gozo;mulheres;;;;;;;;;;;;;;;escrita;;;;;;;;;;;;musa;;;;
Patricia de Aquino Prudente;;;;;social;;century;;;perspective;;;;;;;;;;;;;;;;;;;social;social;;perspective;;;;;;;;;woman;;;social;;;;;;;;;;;;;;;;perspective, social;;;;;;;;;;;;;;;;;;;;;;;representation;;;;;perspective, social;
Patrícia Cristiane Santana da Silva;system;;;;;;ifsp;;;avaliação, high, system;system;;;;;câmpus, câmpus paulo, ifsp, ifsp câmpus, paulo, paulo pirituba, pirituba;áreas;avaliação;;câmpus, câmpus paulo, ifsp, paulo, paulo pirituba, pirituba;;study;;áreas;study;;;;paulo;application, paulo;;high, paulo;;;;paulo;avaliação, paulo;;application, paulo, study;;ifsp, paulo;;paulo;;;;;;caracterização, câmpus, câmpus paulo, ifsp, ifsp câmpus, paulo, paulo pirituba, pirituba, verdes, áreas, áreas verdes;caracterização, characterization;;;;system;application, arborização, arborização ifsp, avaliação, avaliação áreas, caracterização, caracterização avaliação, câmpus, câmpus paulo, ifsp, ifsp câmpus, introduzidas, introduzidas arborização, paulo, paulo pirituba, pirituba, study, verdes, verdes introduzidas, áreas, áreas verdes;avaliação, pirituba;ifsp;paulo;câmpus, câmpus paulo, paulo, paulo pirituba, pirituba;avaliação, high, ifsp, paulo, pirituba, study, system;paulo;;;;paulo, system;;;paulo, study;;;paulo;;;;paulo;;study;ifsp;application, characterization, deposited, film, screen, steel;;;ifsp, pirituba;application, study;study;;paulo;;avaliação, ifsp, paulo, pirituba, study, using;ifsp, paulo, pirituba
Paulo Eduardo Pissardini;comportamento, information, system;;tecnologia;management;gestão, produção, sistema;construção;cidade;;;contribution, paradigma, partir, produção, system;literatura, management, revisão, system;;;sp;;new, paulo, period;gestão, literatura, trabalho;caso, estudo, estudo caso, framework, influência, literatura, perspectivas, proposta, revisão;;controle, paulo, perspectiva;pr;;partir, proposta;construção, estudo, uso;sistema, utilizando;;;estudo, modelagem, uso, utilizando;caso, estratégico, estudo, estudo caso, gestão, management, manager, paulo, role, sistema, strategic, technology, tecnologia;arquitetura, caso, construção, paulo, perspectiva, uso;caso, documentos, empresa, estudo, gestão, produção, revisão, sistema, utilizando;caso, cidade, controle, documentos, estudo, estudo caso, gestão, implantação, logística, logística reversa, new, paulo, perspectivas, reversa, shop;construção, literatura, perspectivas;caso;;paulo;estudo, paulo, proposta, sustentabilidade, uso, utilizando;abordagem, utilizando;abordagem, caso, eletrônica, estudo, estudo caso, gestão, implantação, industry, industry technology, indústria, management, manufacturing, paulo, qualidade, sustainability, technology, trabalho, uso;estudo;abordagem, construção, literatura, paulo, perspectivas;pesquisa, produção;literatura, paulo, planejamento, revisão, revisão sistemática, sistemática, sistemática literatura, smart;construção, contribution, estudo, gestão, literatura, perspectiva, pesquisa, produtos, revisão, sustainability, sustentabilidade, trabalho, utilizando;indústria;strategic;literatura;caso, estudo, estudo caso, paradigma, partir, proposta;cidade, paulo, região, utilizando;generation, partir, produção, sp, utilizando;caso, estudo, estudo caso, theory, uso;controle, gestão;estudo, produção, sistema, uso;survey, system;caso, cidade, comportamento, estudo, estudo caso, literatura, management, modelagem, paulo, região, revisão, sistema, utilizando;cidade, estudo, gestão, literatura, modelo, planejamento, revisão, sp, uso;capability, construção, literatura;cidade, partir, paulo;caso, modelo, paulo, proposta;construção, estudo, gestão, indústria, information, logística, management, manager, model, operacional, paulo, pesquisa, pesquisa operacional, região, system, tecnologia, trabalho, uso, utilizando;caso, paulo;;;paulo, system;;;literatura;paulo, sistema;theory;abordagem, construção, literatura, perspectiva, revisão, revisão sistemática, sistemática, uso, utilizando;cidade, paulo, trabalho;indústria, partir, produção, trabalho;uso;perspectiva;caso, cidade, controle, documentos, estudo, estudo caso, generation, gestão, paulo, perspectiva, perspectivas, proposta, technology;;;construção;;caso, estudo, estudo caso;;construção, pesquisa, produção, uso;construção, framework, perspectiva, uso;caso, estudo, estudo caso, gestão, modelo, perspectiva, pesquisa, qualidade, trabalho, utilizando;indústria, perspectivas;literatura, paulo, trabalho;utilizando;business, caso, cidade, compreendendo, construção, consumidores, controle, empresa, estudo, estudo caso, generation, gestão, implantação, logística, logística reversa, model, modelo, paulo, perspectiva, proposta, qualidade, reversa, role, sistema, technology, uso;cidade, controle, documentos, estudo, gestão, indústria, logística, logística reversa, paulo, perspectivas, região, reversa
Pedro Ernesto Schiavinatti Tavares;;;;;;;;;;;;;;;analysis;;;;;;;observation, phase, thermodynamic;;;analysis;;;analysis;;;;;;;;;;;analysis, energy;;;;energy;;;;;;;energy;;;;measurement;analysis;;;;;;;;;;;;;;;;;;;;;;;;analysis, condensation;;;;;analysis, phase;;;;;
Priscila Hanako Ishy de Magalhães;;;;;;;;;;;literatura;;;;;;literatura;literatura;;;;;;;;;;;;;;;literatura;;;;;;;;literatura;;literatura;literatura;;;literatura;;;;;;rio;;literatura;literatura;alteridade, alteridade epistemológica, epistemológica, espaço, espaço alteridade, indígena, indígena espaço, literatura, literatura indígena, notas, notas literatura, rio, rio notas;;;;;;;;literatura;;;;;literatura;;notas;;;;;;;;;;;;rio;;literatura;;;
Regivaldo Sousa Ferreira;análise, aplicação, aplicação web, aprendizado, aprendizado máquina, apresentação, apresentação nuvem, ataques, ataques ddos, cibersegurança, cibersegurança detecção, clientes, clientes meio, conteúdos, dado, dado feedback, ddos, ddos meio, detecção, detecção ataques, feedback, feedback clientes, meio, meio aprendizado, meio apresentação, mineração, mineração dado, máquina, nuvem, nuvem palavras, palavras, web;;;análise, virtual;análise, sistema;;básica;análise;técnicas;;aprendizagem;;;;;paulo, via;análise;análise, desenvolvimento;;aplicação, paulo;acerca;study;análise, divulgação;análise, aprendizagem, desenvolvimento;sistema, study;;;aplicação, aprendizagem, clientes, monitoramento, técnicas;desenvolvimento, paulo, sistema;aplicação, desenvolvimento, educación, network, paulo, virtual;análise, ferramentas, sistema;ferramentas, paulo;aprendizagem;;;meio, paulo;paulo;aprendizado;análise, market, network, paulo, study;aprendizagem, escolar;escolar, paulo;análise, aprendizagem, desenvolvimento;paulo;acerca, análise, aplicação, desenvolvimento, educación, ferramentas, meio;;;;aprendizagem, meio;análise, paulo;aplicação;;dado;sistema;;análise, análise comparativa, comparativa, paulo, sistema, study;análise, dado;;escolar, palavras, paulo;básica, escolar, paulo;desenvolvimento, educación, escolar, ferramentas, market, paulo, study;paulo;;;paulo, study;paulo, sistema;;;;;aprendizado;básica, escolar, paulo;;;análise, escolar;ferramentas, paulo;herramienta, profesional, realidad, realidad virtual, virtual, virtual herramienta;study;;;básica;básica;análise;aplicação, monitoramento, network, study;aplicação, classificação, dado, desenvolvimento, ferramentas, study, técnicas;apresentação;paulo;;análise, análise dado, clientes, dado, desenvolvimento, ferramentas, meio, monitoramento, network, paulo, sistema, study, virtual;análise, ferramentas, paulo
Reinaldo da Silva Caraça;;;;;;;;;;;;;;;;efeitos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;theory;;;;efeitos;efeitos;;;;;;;;;theory;;;;;;;;;;;;;;;;;;;;;;;;
Renato Cristiano Montanher;aprendizado;;ensino;ensino;;construção;mundo, relato;estratégia;ensino;complex, digital, ensino, experiência, pedagógica;literatura, revisão, revisão literatura;pensamento;complexo, línguas;;;;conhecimento, literatura;literatura, revisão, revisão literatura;;perspectiva;;;;construção, ensino, uso;auxiliar, utilizando;;ensino;digital, ensino, uso, utilizando;digital, jogo, jogos;comunicação, comunicação síncrona, conhecimento, conhecimento perspectiva, construção, construção conhecimento, digital, estratégia, estratégia comunicação, experiência, interatividade, interatividade construção, mundo, mundo relato, perspectiva, perspectiva mundo, relato, relato experiência, síncrona, síncrona interatividade, uso;digital, estratégia, revisão, utilizando;conhecimento, digital, estratégia;conhecimento, construção, construção conhecimento, ensino, ensino línguas, inglês, literatura, língua, línguas;;ensino;;ensino, experiência, uso, utilizando;abordagem, abordagem pedagógica, aprender, aprender inglés, aprendizado, aprendizado inglês, auxiliar, auxiliar aprendizado, complejo, complex, complex world, complexo, digital, digital aprender, inglés, inglés segunda, inglês, inglês segunda, jogo, jogo auxiliar, juego, juego digital, lengua, lengua utilizando, língua, língua utilizando, pedagógica, pedagógica pensamento, pensamento, pensamento complexo, pensamiento, pensamiento complejo, segunda, segunda lengua, segunda língua, utilizando, utilizando abordagem, utilizando pensamiento, world, world jogo;abordagem, digital, uso;;abordagem, construção, digital, ensino, inglês, literatura, língua, mundo;ensino;literatura, revisão, revisão sistemática, sistemática;construção, ensino, experiência, jogo, jogos, literatura, perspectiva, relato, relato experiência, revisão, utilizando;;;literatura;digital;utilizando;utilizando;uso;digital, experiência;experiência, uso;;ensino, literatura, revisão, revisão literatura, utilizando;conhecimento, literatura, revisão, uso;construção, ensino, estrangeira, experiência, inglês, literatura, língua, língua estrangeira, mundo, relato, relato experiência, world;ensino;ensino;construção, uso, utilizando;experiência;;;;abordagem, construção, literatura, perspectiva, revisão, revisão sistemática, sistemática, uso, utilizando;;literatura;aprendizado;;;ensino;ensino;experiência, relato, relato experiência, uso;ensino, perspectiva;digital, estratégia, perspectiva;;;construção;;;;conhecimento, construção, ensino, experiência, inglês, língua, relato, relato experiência, uso;comunicação, comunicação síncrona, conhecimento, conhecimento perspectiva, construção, construção conhecimento, estratégia, estratégia comunicação, experiência, interatividade, interatividade construção, mundo, mundo relato, perspectiva, perspectiva mundo, relato, relato experiência, síncrona, síncrona interatividade, uso;perspectiva, utilizando;experiência;literatura;utilizando;comunicação, conhecimento, construção, digital, estratégia, perspectiva, uso;conhecimento, digital, estratégia
Renato Marcon Pugliese;acesso;;ensino, ensino médio, história, médio;ensino;brasil, educação;educação, física;acesso, acesso permanência, básica, básica noroeste, cidade, discussões, discussões acesso, educação, educação básica, noroeste, noroeste paulistano, observatório, observatório políticas, paulistano, permanência, permanência educação, políticas, políticas públicas, públicas, públicas discussões;ciência;educação, ensino, ensino médio, médio, públicas, reflexões;docente, ensino, professor, realidade, reflexões;;;;;;educação, paulo;trabalho;brasil, carreira, docente, educação, políticas, recursos;;paulo;reflexões;;ciência;ensino, ensino médio, médio;;;ensino;ensino;federal, federal paulo, instituto, instituto federal, paulo;brasil, federal, federal paulo, instituto, instituto federal, paulo;brasil, setor;brasil, cidade, cidade paulo, história, paulo, políticas, políticas públicas, públicas;ensino, implicações, professor, reflexões;;ensino;paulo;ensino, paulo, políticas, políticas públicas, públicas;;paulo, trabalho;escolar;ensino, escolar, implicações, paulo, professor;educação, ensino;paulo;brasil, ciclo, ciência, educacionais, educação, ensino, federal, políticas, políticas públicas, públicas, realidade, trabalho;;;;brasil, recursos;cidade, cidade paulo, federal, federal paulo, instituto, instituto federal, metodológico, noroeste, paulo;;;ciência, públicos;setor;;brasil, cidade, cidade paulo, educação, ensino, federal, federal paulo, instituto, instituto federal, metodológico, noroeste, paulo, setor;brasil, cidade, educação, metodológico, necessidade;ensino, história;cidade, cidade paulo, ensino, escolar, paulo;básica, docente, educação, educação básica, ensino, escolar, federal, federal paulo, física, instituto, instituto federal, paulo;brasil, educação, escolar, federal, paulo, trabalho;brasil, paulo;;;paulo;cidade, paulo, trabalho;;;básica, escolar, paulo;;ensino;;brasil, ensino, políticas, trabalho;;educação, ensino, escolar, professor, reflexões;brasil, cidade, cidade paulo, educacionais, educação, paulo, políticas, políticas públicas, públicas;;;física;;básica;acesso, acesso permanência, básica, básica noroeste, discussões, discussões acesso, educação, educação básica, noroeste, noroeste paulistano, observatório, observatório políticas, paulistano, permanência, permanência educação, políticas, políticas públicas, públicas, públicas discussões;ensino, recursos;;setor, trabalho;história;atuais, autonomia, autonomia trabalho, carreira, carreira reflexões, dilemas, dilemas atuais, docente, docente instituto, federal, federal paulo, instituto, instituto federal, novo, paulo, paulo carreira, reflexões, reflexões dilemas, trabalho, trabalho docente;;acesso, brasil, cidade, cidade paulo, educacionais, educação, história, paulo, políticas;brasil, cidade, cidade paulo, história, paulo
Ricardo Normanha Ribeiro de Almeida;;;ensino;ensino;brasil, nacional, produção;;gênero, políticas;gênero, luta, possibilidades;ensino, impactos;culturais, ensino, formação, partir, possibilidades, produção, sob;;brasileiro;;;;;impactos, trabalho;brasil, políticas;;;;;partir, sob;atividade, ensino, formação, possibilidades;;;ensino;ensino;;brasil;brasil, produção;brasil, políticas;ensino;debate;brasileiro, ensino, formação;;ensino, formação, políticas;;brasileiro, impactos, indústria, trabalho;;culturais, ensino, formação;ensino, ensino superior, produção, superior;;brasil, contribuições, ensino, ensino superior, formação, nacional, políticas, relações, superior, trabalho;indústria;;;brasil, brasileiro, formas, luta, partir;;partir, produção;;mercado;produção;;brasil, ensino;brasil, formação, impactos;apontamentos, cinema, ensino, formação, notas, presente;ensino, partir;ensino, formação, relações;brasil, brasileiro, capital, indústria, mercado, mercado trabalho, superior, trabalho;brasil;;;;indústria, partir, produção, trabalho;;notas;;;ensino;brasil, ensino, políticas, trabalho;;;class, ensino, relações;brasil, impactos, políticas;;;;;;políticas;ensino, produção;;brasileiro, sob, trabalho;indústria;trabalho;;atividade, brasil, capital, impactos, políticas;brasil, formação, indústria
Rita Roberta Marioto;;;;;;;relato;;possíveis;digitais, experiência, tecnologias, tecnologias digitais;;;;;;;;;;;;;;uso;;;;uso;;digitais, digitais relato, escrita, escrita terceira, experiência, idade, idade uso, relato, relato experiência, tecnologias, tecnologias digitais, terceira, terceira idade, uso, uso tecnologias;;;aplicada, digitais, linguística, linguística aplicada;;;;aplicada, digitais, experiência, tecnologias, tecnologias digitais, uso, uso tecnologias;;tecnologias, uso;;digitais, escrita;;;aplicada, epistemologia, experiência, relato, relato experiência;;;;aplicada, digitais, linguística, linguística aplicada, possíveis;;;uso;experiência;experiência, tecnologias, uso;;;uso;experiência, relato, relato experiência;;;aplicada, uso;experiência;escrita;;;uso;;;;;experiência, relato, relato experiência, uso;;;;;;;;;;;;experiência, relato, relato experiência, uso;experiência, relato, relato experiência, uso;;experiência;;;uso;
Roberta Caetano Fleira;análise;;ensino, matemática;análise, ensino;análise, educação;educação;educação;análise;educação, ensino, reflexões;contexto, ensino, matemática, matemática reflexões, olhar, professor, professores, práticas, práticas professores, reflexões;;;;;;educação;análise, práticas;análise, educação, práticas, vida;;perspectiva;reflexões;;análise, olhar;análise, ensinando, ensino, matemática, professores, professores matemática, resolução;;;ensino, matemática;ensino;;inclusiva, perspectiva;análise;;alunos, ensino, professor, práticas, reflexões;;ensino, professores;;contexto, distância, distância olhar, ensino, matemática, olhar, professores, professores matemática;;análise, vida;escolar;ensino, escolar, professor, práticas;análise, educação, ensino, tea, vida;;análise, direito, educação, ensino, perspectiva, professores, práticas, relações;;;;contexto;alunos, análise;;contexto;;;;alunos, análise, educação, ensino, humana;análise, direito, educação;ensino, professores;direito, ensino, escolar, práticas;educação, ensino, escolar, relações;autista, educação, escolar, espectro, espectro autista, inclusão, tea;;;;;perspectiva;;;análise, escolar;;ensino, perspectiva;educação, ensino, escolar, professor, reflexões;class, ensino, relações;;;educação, perspectiva;;;;;;educação;análise, ensino;perspectiva;perspectiva;distância;olhar, reflexões;;análise, contexto, educação, perspectiva;análise
